"LOCATION","TIME","Value"
"USA","2021-01",1.08
"USA","2021-02",1.26
"USA","2021-03",1.61
"USA","2021-04",1.64
"USA","2021-05",1.62
"USA","2021-06",1.52
"USA","2021-07",1.32
"USA","2021-08",1.28
"USA","2021-09",1.37
"USA","2021-10",1.58
"USA","2021-11",1.56
"USA","2021-12",1.47
"USA","2022-01",1.76
"USA","2022-02",1.93
"USA","2022-03",2.13
"USA","2022-04",2.75
"USA","2022-05",2.9
"USA","2022-06",3.14
"USA","2022-07",2.9
"USA","2022-08",2.9
"USA","2022-09",3.52
"USA","2022-10",3.98
"USA","2022-11",3.89
"USA","2022-12",3.62
"USA","2023-01",3.53
"USA","2023-02",3.75
"USA","2023-03",3.66
"GBR","2007-01",4.8694
"GBR","2007-02",4.896
"GBR","2007-03",4.8194
"GBR","2007-04",5.0439
"GBR","2007-05",5.1458
"GBR","2007-06",5.4321
"GBR","2007-07",5.4084
"GBR","2007-08",5.1499
"GBR","2007-09",4.9928
"GBR","2007-10",4.9576
"GBR","2007-11",4.7263
"GBR","2007-12",4.6937
"GBR","2008-01",4.4925
"GBR","2008-02",4.6234
"GBR","2008-03",4.445
"GBR","2008-04",4.6432
"GBR","2008-05",4.8683
"GBR","2008-06",5.2103
"GBR","2008-07",5.0494
"GBR","2008-08",4.7267
"GBR","2008-09",4.5701
"GBR","2008-10",4.5789
"GBR","2008-11",4.2571
"GBR","2008-12",3.6238
"GBR","2009-01",3.6699
"GBR","2009-02",3.6899
"GBR","2009-03",3.2497
"GBR","2009-04",3.4072
"GBR","2009-05",3.6206
"GBR","2009-06",3.7221
"GBR","2009-07",3.8238
"GBR","2009-08",3.7142
"GBR","2009-09",3.6566
"GBR","2009-10",3.5699
"GBR","2009-11",3.7592
"GBR","2009-12",3.8871
"GBR","2010-01",4.0025
"GBR","2010-02",4.0624
"GBR","2010-03",4.0915
"GBR","2010-04",4.1007
"GBR","2010-05",3.7772
"GBR","2010-06",3.6007
"GBR","2010-07",3.5087
"GBR","2010-08",3.233
"GBR","2010-09",3.1271
"GBR","2010-10",3.0685
"GBR","2010-11",3.311
"GBR","2010-12",3.6098
"GBR","2011-01",3.7273
"GBR","2011-02",3.8799
"GBR","2011-03",3.7386
"GBR","2011-04",3.7619
"GBR","2011-05",3.5053
"GBR","2011-06",3.4144
"GBR","2011-07",3.3137
"GBR","2011-08",2.7833
"GBR","2011-09",2.504
"GBR","2011-10",2.529
"GBR","2011-11",2.2917
"GBR","2011-12",2.1828
"GBR","2012-01",2.1104
"GBR","2012-02",2.2191
"GBR","2012-03",2.323
"GBR","2012-04",2.2117
"GBR","2012-05",1.9416
"GBR","2012-06",1.7698
"GBR","2012-07",1.6523
"GBR","2012-08",1.6735
"GBR","2012-09",1.7222
"GBR","2012-10",1.7721
"GBR","2012-11",1.7741
"GBR","2012-12",1.8467
"GBR","2013-01",2.0795
"GBR","2013-02",2.1781
"GBR","2013-03",1.9768
"GBR","2013-04",1.7824
"GBR","2013-05",1.9462
"GBR","2013-06",2.3063
"GBR","2013-07",2.471
"GBR","2013-08",2.7088
"GBR","2013-09",2.8443
"GBR","2013-10",2.6784
"GBR","2013-11",2.7598
"GBR","2013-12",2.9458
"GBR","2014-01",2.91
"GBR","2014-02",2.8147
"GBR","2014-03",2.7837
"GBR","2014-04",2.7417
"GBR","2014-05",2.6989
"GBR","2014-06",2.7842
"GBR","2014-07",2.7343
"GBR","2014-08",2.5347
"GBR","2014-09",2.4919
"GBR","2014-10",2.2469
"GBR","2014-11",2.1593
"GBR","2014-12",1.9287
"GBR","2015-01",1.589
"GBR","2015-02",1.7365
"GBR","2015-03",1.7941
"GBR","2015-04",1.755
"GBR","2015-05",2.0243
"GBR","2015-06",2.1696
"GBR","2015-07",2.1353
"GBR","2015-08",1.9799
"GBR","2015-09",1.8814
"GBR","2015-10",1.846
"GBR","2015-11",1.9779
"GBR","2015-12",1.9234
"GBR","2016-01",1.7833
"GBR","2016-02",1.5032
"GBR","2016-03",1.5434
"GBR","2016-04",1.5688
"GBR","2016-05",1.5366
"GBR","2016-06",1.3105
"GBR","2016-07",0.9569
"GBR","2016-08",0.7421
"GBR","2016-09",0.8243
"GBR","2016-10",1.078
"GBR","2016-11",1.3818
"GBR","2016-12",1.4336
"GBR","2017-01",1.4203
"GBR","2017-02",1.3058
"GBR","2017-03",1.194
"GBR","2017-04",1.0789
"GBR","2017-05",1.1175
"GBR","2017-06",1.0846
"GBR","2017-07",1.2713
"GBR","2017-08",1.1241
"GBR","2017-09",1.2436
"GBR","2017-10",1.3816
"GBR","2017-11",1.3299
"GBR","2017-12",1.2781
"GBR","2018-01",1.3931
"GBR","2018-02",1.6034
"GBR","2018-03",1.508
"GBR","2018-04",1.5108
"GBR","2018-05",1.5016
"GBR","2018-06",1.4229
"GBR","2018-07",1.3739
"GBR","2018-08",1.3991
"GBR","2018-09",1.5023
"GBR","2018-10",1.5462
"GBR","2018-11",1.4541
"GBR","2018-12",1.3125
"GBR","2019-01",1.3221
"GBR","2019-02",1.239
"GBR","2019-03",1.19
"GBR","2019-04",1.1906
"GBR","2019-05",1.13
"GBR","2019-06",0.919
"GBR","2019-07",0.8304
"GBR","2019-08",0.5776
"GBR","2019-09",0.5981
"GBR","2019-10",0.6373
"GBR","2019-11",0.765
"GBR","2019-12",0.8308
"GBR","2020-01",0.7235
"GBR","2020-02",0.633
"GBR","2020-03",0.4609
"GBR","2020-04",0.3577
"GBR","2020-05",0.2743
"GBR","2020-06",0.278
"GBR","2020-07",0.2094
"GBR","2020-08",0.2717
"GBR","2020-09",0.273
"GBR","2020-10",0.3058
"GBR","2020-11",0.3836
"GBR","2020-12",0.3224
"GBR","2021-01",0.3672
"GBR","2021-02",0.6222
"GBR","2021-03",0.8456
"GBR","2021-04",0.8515
"GBR","2021-05",0.9058
"GBR","2021-06",0.8549
"GBR","2021-07",0.6979
"GBR","2021-08",0.644
"GBR","2021-09",0.8023
"GBR","2021-10",1.083
"GBR","2021-11",0.9394
"GBR","2021-12",0.8375
"GBR","2022-01",1.2051
"GBR","2022-02",1.4891
"GBR","2022-03",1.5457
"GBR","2022-04",1.8362
"GBR","2022-05",1.9069
"GBR","2022-06",2.3824
"GBR","2022-07",2.1454
"GBR","2022-08",2.3278
"GBR","2022-09",3.5007
"GBR","2022-10",4.1096
"GBR","2022-11",3.4171
"GBR","2022-12",3.5015
"GBR","2023-01",3.5115
"GBR","2023-02",3.5553
"GBR","2023-03",3.5638
"JPN","2007-01",1.705
"JPN","2007-02",1.64
"JPN","2007-03",1.629
"JPN","2007-04",1.653
"JPN","2007-05",1.733
"JPN","2007-06",1.903
"JPN","2007-07",1.809
"JPN","2007-08",1.577
"JPN","2007-09",1.698
"JPN","2007-10",1.616
"JPN","2007-11",1.497
"JPN","2007-12",1.526
"JPN","2008-01",1.429
"JPN","2008-02",1.429
"JPN","2008-03",1.245
"JPN","2008-04",1.6
"JPN","2008-05",1.778
"JPN","2008-06",1.601
"JPN","2008-07",1.537
"JPN","2008-08",1.431
"JPN","2008-09",1.481
"JPN","2008-10",1.486
"JPN","2008-11",1.377
"JPN","2008-12",1.214
"JPN","2009-01",1.272
"JPN","2009-02",1.277
"JPN","2009-03",1.323
"JPN","2009-04",1.402
"JPN","2009-05",1.481
"JPN","2009-06",1.363
"JPN","2009-07",1.386
"JPN","2009-08",1.314
"JPN","2009-09",1.258
"JPN","2009-10",1.404
"JPN","2009-11",1.253
"JPN","2009-12",1.272
"JPN","2010-01",1.308
"JPN","2010-02",1.295
"JPN","2010-03",1.361
"JPN","2010-04",1.286
"JPN","2010-05",1.257
"JPN","2010-06",1.08
"JPN","2010-07",1.075
"JPN","2010-08",1.023
"JPN","2010-09",0.898
"JPN","2010-10",0.903
"JPN","2010-11",1.161
"JPN","2010-12",1.133
"JPN","2011-01",1.213
"JPN","2011-02",1.241
"JPN","2011-03",1.214
"JPN","2011-04",1.215
"JPN","2011-05",1.118
"JPN","2011-06",1.084
"JPN","2011-07",1.075
"JPN","2011-08",1.023
"JPN","2011-09",0.975
"JPN","2011-10",1.038
"JPN","2011-11",1.062
"JPN","2011-12",0.971
"JPN","2012-01",0.959
"JPN","2012-02",0.962
"JPN","2012-03",0.966
"JPN","2012-04",0.914
"JPN","2012-05",0.846
"JPN","2012-06",0.789
"JPN","2012-07",0.78
"JPN","2012-08",0.8
"JPN","2012-09",0.757
"JPN","2012-10",0.76
"JPN","2012-11",0.713
"JPN","2012-12",0.781
"JPN","2013-01",0.775
"JPN","2013-02",0.669
"JPN","2013-03",0.492
"JPN","2013-04",0.589
"JPN","2013-05",0.879
"JPN","2013-06",0.822
"JPN","2013-07",0.79
"JPN","2013-08",0.708
"JPN","2013-09",0.669
"JPN","2013-10",0.59
"JPN","2013-11",0.605
"JPN","2013-12",0.688
"JPN","2014-01",0.614
"JPN","2014-02",0.586
"JPN","2014-03",0.605
"JPN","2014-04",0.61
"JPN","2014-05",0.566
"JPN","2014-06",0.536
"JPN","2014-07",0.527
"JPN","2014-08",0.488
"JPN","2014-09",0.497
"JPN","2014-10",0.465
"JPN","2014-11",0.42
"JPN","2014-12",0.33
"JPN","2015-01",0.275
"JPN","2015-02",0.33
"JPN","2015-03",0.4
"JPN","2015-04",0.34
"JPN","2015-05",0.39
"JPN","2015-06",0.455
"JPN","2015-07",0.41
"JPN","2015-08",0.38
"JPN","2015-09",0.35
"JPN","2015-10",0.3
"JPN","2015-11",0.3
"JPN","2015-12",0.27
"JPN","2016-01",0.095
"JPN","2016-02",-0.065
"JPN","2016-03",-0.05
"JPN","2016-04",-0.085
"JPN","2016-05",-0.12
"JPN","2016-06",-0.23
"JPN","2016-07",-0.195
"JPN","2016-08",-0.07
"JPN","2016-09",-0.085
"JPN","2016-10",-0.05
"JPN","2016-11",0.02
"JPN","2016-12",0.04
"JPN","2017-01",0.085
"JPN","2017-02",0.05
"JPN","2017-03",0.065
"JPN","2017-04",0.015
"JPN","2017-05",0.04
"JPN","2017-06",0.075
"JPN","2017-07",0.075
"JPN","2017-08",0.01
"JPN","2017-09",0.06
"JPN","2017-10",0.065
"JPN","2017-11",0.035
"JPN","2017-12",0.045
"JPN","2018-01",0.08
"JPN","2018-02",0.045
"JPN","2018-03",0.045
"JPN","2018-04",0.05
"JPN","2018-05",0.03
"JPN","2018-06",0.03
"JPN","2018-07",0.06
"JPN","2018-08",0.11
"JPN","2018-09",0.125
"JPN","2018-10",0.13
"JPN","2018-11",0.085
"JPN","2018-12",-0.01
"JPN","2019-01",0
"JPN","2019-02",-0.015
"JPN","2019-03",-0.095
"JPN","2019-04",-0.045
"JPN","2019-05",-0.095
"JPN","2019-06",-0.165
"JPN","2019-07",-0.16
"JPN","2019-08",-0.28
"JPN","2019-09",-0.215
"JPN","2019-10",-0.15
"JPN","2019-11",-0.08
"JPN","2019-12",-0.025
"JPN","2020-01",-0.065
"JPN","2020-02",-0.155
"JPN","2020-03",0.005
"JPN","2020-04",-0.04
"JPN","2020-05",0
"JPN","2020-06",0.03
"JPN","2020-07",0.01
"JPN","2020-08",0.045
"JPN","2020-09",0.015
"JPN","2020-10",0.04
"JPN","2020-11",0.03
"JPN","2020-12",0.02
"JPN","2021-01",0.055
"JPN","2021-02",0.15
"JPN","2021-03",0.12
"JPN","2021-04",0.09
"JPN","2021-05",0.08
"JPN","2021-06",0.05
"JPN","2021-07",0.015
"JPN","2021-08",0.02
"JPN","2021-09",0.065
"JPN","2021-10",0.095
"JPN","2021-11",0.05
"JPN","2021-12",0.07
"JPN","2022-01",0.17
"JPN","2022-02",0.18
"JPN","2022-03",0.21
"JPN","2022-04",0.215
"JPN","2022-05",0.235
"JPN","2022-06",0.225
"JPN","2022-07",0.18
"JPN","2022-08",0.22
"JPN","2022-09",0.24
"JPN","2022-10",0.245
"JPN","2022-11",0.25
"JPN","2022-12",0.41
"JPN","2023-01",0.49
"JPN","2023-02",0.5
"JPN","2023-03",0.32
"BRA","2007-01",6.5
"BRA","2007-02",6.5
"BRA","2007-03",6.5
"BRA","2007-04",6.5
"BRA","2007-05",6.5
"BRA","2007-06",6.5
"BRA","2007-07",6.25
"BRA","2007-08",6.25
"BRA","2007-09",6.25
"BRA","2007-10",6.25
"BRA","2007-11",6.25
"BRA","2007-12",6.25
"BRA","2008-01",6.25
"BRA","2008-02",6.25
"BRA","2008-03",6.25
"BRA","2008-04",6.25
"BRA","2008-05",6.25
"BRA","2008-06",6.25
"BRA","2008-07",6.25
"BRA","2008-08",6.25
"BRA","2008-09",6.25
"BRA","2008-10",6.25
"BRA","2008-11",6.25
"BRA","2008-12",6.25
"BRA","2009-01",6.25
"BRA","2009-02",6.25
"BRA","2009-03",6.25
"BRA","2009-04",6.25
"BRA","2009-05",6.25
"BRA","2009-06",6.25
"BRA","2009-07",6
"BRA","2009-08",6
"BRA","2009-09",6
"BRA","2009-10",6
"BRA","2009-11",6
"BRA","2009-12",6
"BRA","2010-01",6
"BRA","2010-02",6
"BRA","2010-03",6
"BRA","2010-04",6
"BRA","2010-05",6
"BRA","2010-06",6
"BRA","2010-07",6
"BRA","2010-08",6
"BRA","2010-09",6
"BRA","2010-10",6
"BRA","2010-11",6
"BRA","2010-12",6
"BRA","2011-01",6
"BRA","2011-02",6
"BRA","2011-03",6
"BRA","2011-04",6
"BRA","2011-05",6
"BRA","2011-06",6
"BRA","2011-07",6
"BRA","2011-08",6
"BRA","2011-09",6
"BRA","2011-10",6
"BRA","2011-11",6
"BRA","2011-12",6
"BRA","2012-01",6
"BRA","2012-02",6
"BRA","2012-03",6
"BRA","2012-04",6
"BRA","2012-05",6
"BRA","2012-06",6
"BRA","2012-07",5.5
"BRA","2012-08",5.5
"BRA","2012-09",5.5
"BRA","2012-10",5.5
"BRA","2012-11",5.5
"BRA","2012-12",5.5
"BRA","2013-01",5
"BRA","2013-02",5
"BRA","2013-03",5
"BRA","2013-04",5
"BRA","2013-05",5
"BRA","2013-06",5
"BRA","2013-07",5
"BRA","2013-08",5
"BRA","2013-09",5
"BRA","2013-10",5
"BRA","2013-11",5
"BRA","2013-12",5
"BRA","2014-01",5
"BRA","2014-02",5
"BRA","2014-03",5
"BRA","2014-04",5
"BRA","2014-05",5
"BRA","2014-06",5
"BRA","2014-07",5
"BRA","2014-08",5
"BRA","2014-09",5
"BRA","2014-10",5
"BRA","2014-11",5
"BRA","2014-12",5
"BRA","2015-01",5.5
"BRA","2015-02",5.5
"BRA","2015-03",5.5
"BRA","2015-04",6
"BRA","2015-05",6
"BRA","2015-06",6
"BRA","2015-07",6.5
"BRA","2015-08",6.5
"BRA","2015-09",6.5
"BRA","2015-10",7
"BRA","2015-11",7
"BRA","2015-12",7
"BRA","2016-01",7.5
"BRA","2016-02",7.5
"BRA","2016-03",7.5
"BRA","2016-04",7.5
"BRA","2016-05",7.5
"BRA","2016-06",7.5
"BRA","2016-07",7.5
"BRA","2016-08",7.5
"BRA","2016-09",7.5
"BRA","2016-10",7.5
"BRA","2016-11",7.5
"BRA","2016-12",7.5
"BRA","2017-01",7.5
"BRA","2017-02",7.5
"BRA","2017-03",7.5
"BRA","2017-04",7
"BRA","2017-05",7
"BRA","2017-06",7
"BRA","2017-07",7
"BRA","2017-08",7
"BRA","2017-09",7
"BRA","2017-10",7
"BRA","2017-11",7
"BRA","2017-12",7
"BRA","2018-01",6.75
"BRA","2018-02",6.75
"BRA","2018-03",6.75
"BRA","2018-04",6.6
"BRA","2018-05",6.6
"BRA","2018-06",6.6
"BRA","2018-07",6.56
"BRA","2018-08",6.56
"BRA","2018-09",6.56
"BRA","2018-10",6.98
"BRA","2018-11",6.98
"BRA","2018-12",6.98
"BRA","2019-01",7.03
"BRA","2019-02",7.03
"BRA","2019-03",7.03
"BRA","2019-04",6.26
"BRA","2019-05",6.26
"BRA","2019-06",6.26
"BRA","2019-07",5.95
"BRA","2019-08",5.95
"BRA","2019-09",5.95
"BRA","2019-10",5.57
"BRA","2019-11",5.57
"BRA","2019-12",5.57
"BRA","2020-01",5.09
"BRA","2020-02",5.09
"BRA","2020-03",5.09
"BRA","2020-04",4.94
"BRA","2020-05",4.94
"BRA","2020-06",4.94
"BRA","2020-07",4.91
"BRA","2020-08",4.91
"BRA","2020-09",4.91
"BRA","2020-10",4.55
"BRA","2020-11",4.55
"BRA","2020-12",4.55
"BRA","2021-01",4.39
"BRA","2021-02",4.39
"BRA","2021-03",4.39
"BRA","2021-04",4.61
"BRA","2021-05",4.61
"BRA","2021-06",4.61
"BRA","2021-07",4.88
"BRA","2021-08",4.88
"BRA","2021-09",4.88
"BRA","2021-10",5.32
"BRA","2021-11",5.32
"BRA","2021-12",5.32
"BRA","2022-01",6.08
"BRA","2022-02",6.08
"BRA","2022-03",6.08
"BRA","2022-04",6.82
"BRA","2022-05",6.82
"BRA","2022-06",6.82
"BRA","2022-07",7.01
"BRA","2022-08",7.01
"BRA","2022-09",7.01
"BRA","2022-10",7.2
"BRA","2022-11",7.2
"BRA","2022-12",7.2
"BRA","2023-01",7.37
"BRA","2023-02",7.37
"BRA","2023-03",7.37
"CHN","2014-01",4.5019
"CHN","2014-02",4.4276
"CHN","2014-03",4.5004
"CHN","2014-04",4.3002
"CHN","2014-05",4.0714
"CHN","2014-06",4.0612
"CHN","2014-07",4.2655
"CHN","2014-08",4.2361
"CHN","2014-09",3.9824
"CHN","2014-10",3.7559
"CHN","2014-11",3.5249
"CHN","2014-12",3.6219
"CHN","2015-01",3.4966
"CHN","2015-02",3.3602
"CHN","2015-03",3.6483
"CHN","2015-04",3.3503
"CHN","2015-05",3.5954
"CHN","2015-06",3.5976
"CHN","2015-07",3.4752
"CHN","2015-08",3.3252
"CHN","2015-09",3.2362
"CHN","2015-10",3.06
"CHN","2015-11",3.0404
"CHN","2015-12",2.8212
"CHN","2016-01",2.8419
"CHN","2016-02",2.8502
"CHN","2016-03",2.8419
"CHN","2016-04",2.8913
"CHN","2016-05",2.9851
"CHN","2016-06",2.8411
"CHN","2016-07",2.7768
"CHN","2016-08",2.7425
"CHN","2016-09",2.7258
"CHN","2016-10",2.7425
"CHN","2016-11",2.9502
"CHN","2016-12",3.0115
"CHN","2017-01",3.35
"CHN","2017-02",3.29
"CHN","2017-03",3.28
"CHN","2017-04",3.47
"CHN","2017-05",3.61
"CHN","2017-06",3.57
"CHN","2017-07",3.63
"CHN","2017-08",3.63
"CHN","2017-09",3.61
"CHN","2017-10",3.89
"CHN","2017-11",3.89
"CHN","2017-12",3.88
"CHN","2018-01",3.91
"CHN","2018-02",3.82
"CHN","2018-03",3.74
"CHN","2018-04",3.62
"CHN","2018-05",3.61
"CHN","2018-06",3.48
"CHN","2018-07",3.48
"CHN","2018-08",3.58
"CHN","2018-09",3.61
"CHN","2018-10",3.51
"CHN","2018-11",3.36
"CHN","2018-12",3.23
"CHN","2019-01",3.1037
"CHN","2019-02",3.1731
"CHN","2019-03",3.0683
"CHN","2019-04",3.3869
"CHN","2019-05",3.2751
"CHN","2019-06",3.2254
"CHN","2019-07",3.1552
"CHN","2019-08",3.0573
"CHN","2019-09",3.1411
"CHN","2019-10",3.288
"CHN","2019-11",3.165
"CHN","2019-12",3.1365
"CHN","2020-01",2.9932
"CHN","2020-02",2.7376
"CHN","2020-03",2.5899
"CHN","2020-04",2.538
"CHN","2020-05",2.7053
"CHN","2020-06",2.823
"CHN","2020-07",2.9664
"CHN","2020-08",3.0177
"CHN","2020-09",3.1482
"CHN","2020-10",3.181
"CHN","2020-11",3.25
"CHN","2020-12",3.1429
"CHN","2021-01",3.1786
"CHN","2021-02",3.2798
"CHN","2021-03",3.1887
"CHN","2021-04",3.164
"CHN","2021-05",3.045
"CHN","2021-06",3.0778
"CHN","2021-07",2.8363
"CHN","2021-08",2.845
"CHN","2021-09",2.8776
"CHN","2021-10",2.9732
"CHN","2021-11",2.825
"CHN","2021-12",2.7754
"CHN","2022-01",2.6997
"CHN","2022-02",2.775
"CHN","2022-03",2.7878
"CHN","2022-04",2.8386
"CHN","2022-05",2.7426
"CHN","2022-06",2.8205
"CHN","2022-07",2.756
"CHN","2022-08",2.62
"CHN","2022-09",2.76
"CHN","2022-10",2.64
"CHN","2022-11",2.89
"CHN","2022-12",2.84
"CHN","2023-01",2.9
"CHN","2023-02",2.9
